,0
0,asperge
1,poireau
2,banane
3,kiwi
4,écrire
5,café
6,chemise
7,stylo
8,table
9,chaise
10,tableau
11,fleur
12,couleur
13,rouge
14,vert
15,jaune
16,imprimante
17,feuille
18,stylo
19,lettre
20,mot
21,phrase
22,papier
23,touche
24,numéro
25,chiffre
26,prise
27,fil
28,bleu
29,fenêtre
30,dehors
31,bordure
32,devanture
33,façade
34,parterre
35,sol
36,pré
37,haut
38,nuage
39,voiture
40,auto
41,radio
42,voyageur
43,conducteur
44,chauffeur
45,piéton
46,ligne
47,arrêt
48,arbitre
49,pénalty
50,monsieur
51,noir
52,orange
53,équipe
54,gagner
55,perdre
56,compétition
57,association
58,victime
59,oiseau
60,piaillement
61,mouche
62,abeille
63,zoo
64,zoologie
65,découper
66,découpage
67,découpe
68,masure
69,toit
70,chalet
71,montagne
72,nuage
73,cercle
74,rond
75,rondeur
76,rougeâtre
77,rosâtre
78,marron
79,beige
80,verseau
81,jumeau
82,saturne
83,lune
84,étoile
85,galaxie
86,univers
87,amas
88,d’étoiles
89,trou
90,noir
91,perte
92,mémoire
93,oubli
94,parler
95,dire
96,micro
97,chanter
98,envie
99,émotion
100,sentiment
101,perte
102,abîme
103,abyssal
104,profondeur
105,profonde
106,soudain
107,soudainement
108,net
109,brut
110,brutalement
111,général
112,généraux
113,armé
114,fusil
115,tank
116,soldat
117,bataillant
118,garde
119,sentinelle
